Id,Expected
C1=CC=C(C=C1)C(Cl)Cl;1372,2
C(SC#N)SC#N;1625,2
CN(C)C(=S)SSC(=S)N(C)C;1626,2
C(=O)(N)NO;1388,2
C1=C(C(=CC(=C1Cl)Cl)Cl)OCC(=O)O;1797,2
CCOP(=S)(OCC)OC(C(Cl)(Cl)Cl)Cl;1380,2
C1=CC=C2C(=C1)C(=O)N(C2=O)SC(Cl)(Cl)Cl;1637,2
CCCCCCCC1CCCC1=O;1852,1
C(COCCOCCO)O;1375,2
COP(=O)(OC)OC(C(Cl)(Cl)Br)Br;28,1
C1[C@@H]2[C@H](COS(=O)O1)[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl;36,2
CC(C)(C(=O)OCC=C)OC(=O)C1=C(C=CC(=C1)N2C(=O)C=C(N(C2=O)C)C(F)(F)F)Cl;1388,2
CC(C)[C@@H](C1=CC=C(C=C1)Cl)C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3;1632,2
CC1=CC=C(C=C1)N.Cl;38,2
CC(C)C1=C(C(=CC=C1)C(C)C)NC(=O)[N-]S(=O)(=O)C2=CC(=CO2)C(C)(C)O.[Na+];1372,2
CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2Cl;1627,2
C1=CC=C(C=C1)NC2=CC=CC=C2;1374,2
C1=C(C=C(C(=C1I)OC2=CC(=C(C(=C2)I)O)I)I)CC(=O)O;1381,2
CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2;34,2
CC(C)C(C(C)(C)COC(=O)C(C)C)OC(=O)C(C)C;1856,1
C1CC(=O)OC1;1385,2
CC1=C(C(=CC=C1)[N+](=O)[O-])[N+](=O)[O-];1690,1
CC(C)CCCCCCOC(=O)C1CCCCC1C(=O)OCCCCCCC(C)C;1378,2
CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O;25,2
CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2;7,2
C1CCC(=O)NCC1;29,2
CCCCCC(=O)C;1852,2
C1=CC(=C2C(=C1)OC(O2)(F)F)C3=CNC=C3C#N;1681,2
CCC(C)(CC)C1=NOC(=C1)NC(=O)C2=C(C=CC=C2OC)OC;19,2
CC[C@H](C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C;1642,2
CCN(CC)C1=NC(=CC(=N1)OP(=S)(OC)OC)C;1374,2
CCOP(=S)(OCC)OC1=NN(C(=N1)Cl)C(C)C;1508,1
CC1COC2=CC=CC=C2N1C(=O)C(Cl)Cl;2,2
CCCCCCCCCOS(=O)(=O)[O-].[Na+];1852,2
C1=CC=C2C(=C1)N=CC(=N2)NS(=O)(=O)C3=CC=C(C=C3)N;2452,2
C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O.Cl;28,2
CC(C)(/C=N/OC(=O)NC)SC;1372,2
CN(C)N=O;2451,2
CCOP(=S)(OC1=CN=C(N=C1)C(C)(C)C)OC(C)C;38,2
CCCCCOC(=O)COC1=C(C=C(C(=C1)N2C(=O)C3=C(C2=O)CCCC3)F)Cl;1611,2
CC1=C(C(=CC=C1)C(=O)OC)S(=O)(=O)NC(=O)NC2=NC(=NC(=N2)OCC(F)(F)F)N(C)C;36,2
CC1=C(C(=O)N(C(=O)N1)C(C)(C)C)Cl;14,2
CC(C)C1(C(=O)NC(=N1)C2=C(C=C(C=N2)COC)C(=O)O)C;27,2
CC(C)(C)C1=C(C=CC(=C1)O)O;1382,2
CCC1=CC=C(C=C1)CC;2451,2
CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C;6,2
CNC(=O)OC1=CC=CC(=C1)N=CN(C)C.Cl;1510,1
CCC1=NN(C2=C1C=CC(=C2)C3(CCC(CC3)C(=O)O)C#N)C4CCCCC4;25,2
C(CCCN=C=O)CCN=C=O;1683,2
C(C(C(C(C(F)(F)S(=O)(=O)O)(F)F)(F)F)(F)F)(C(C(C(F)(F)F)(F)F)(F)F)(F)F;1654,2
CC(C)NC1=NC(=NC(=N1)SC)NC(C)C;3,2
C1=CC(=CC=C1[N+](=O)[O-])OC2=C(C=C(C=C2)Cl)Cl;31,2
CCOC1=NC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)NC;17,2
C1CCC(CC1)O;28,2
CCC(C)C1=C(C(=CC(=C1)[N+](=O)[O-])[N+](=O)[O-])O;28,2
CCCCCCCCCCCCCO;35,2
C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC(=C(C=C2)OC(C(OC(F)(F)F)F)(F)F)Cl)F;1651,2
C1=CC=C(C(=C1)C(C2=CC=C(C=C2)Cl)(C3=CN=CN=C3)O)Cl;1683,2
CC(C)(C)C1=NN=C(N(C1=O)N)SC;26,2
COCCCOCCCOCC=C;1850,2
CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C2=C(ON=C2)C3CC3;1622,2
C1=CC(=C(C2=NC=C(C=C21)Cl)C(=O)O)Cl;14,2
COC(=O)NS(=O)(=O)C1=CC=C(C=C1)N;1389,2
CCC1(C(=O)NCNC1=O)C2=CC=CC=C2;2452,2
CCCCCCCCCCCCCC(=O)O;2,2
CC(C)CCOC(=O)C;1797,2
CCC(C)N1C(=O)C(=C(NC1=O)C)Br;1387,2
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34;1373,2
CCN(CC)C1=NC(=CC(=N1)OP(=S)(OC)OC)C;19,2
CC1=C(C(=CC=C1)C)N([C@H](C)C(=O)OC)C(=O)COC;3,2
C1=CC=C(C=C1)C2=CC=CC=C2O;1855,2
CC(=CC1C(C1(C)C)C(=O)OCN2C(=O)C3=C(C2=O)CCCC3)C;1385,2
CC1=CC(=NC(=N1)NC2=CC=CC=C2)C3CC3;11,1
CC(=O)N1CCN(CC1)C2=CC=C(C=C2)OC[C@H]3CO[C@](O3)(CN4C=CN=C4)C5=C(C=C(C=C5)Cl)Cl;2445,2
CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C;1648,2
CCOC1=NC(=NC(=N1)NC(=O)NS(=O)(=O)C2=CC=CC=C2C(=O)OC)NC;1616,2
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC;36,2
C1=CC(=CC=C1/C=C/C2=CC(=CC(=C2)O)O)O;2452,2
COC(=O)CSC1=C(C=C(C(=C1)N=C2N3CCCCN3C(=O)S2)F)Cl;1372,2
C1=CC2=C3C(=C1)C=CC4=C(C=CC(=C43)C=C2)O;1855,2
CCN(CC)CCNC1=C2C(=C(C=C1)CNC=O)SC3=C(C2=O)C=C(C=C3)OC;1681,2
C1C(O1)C2=CC=CC=C2;33,2
CSC(=O)C1=C2C(=CC=C1)N=NS2;1373,2
CC(C)NC1=NC(=NC(=N1)OC)NC(C)C;25,2
CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)O;32,2
CCN(CC)C1=NC(=CC(=N1)OP(=S)(OC)OC)C;1379,2
C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F;2,2
C[C@H]1[C@@H](SC(=O)N1C(=O)NC2CCCCC2)C3=CC=C(C=C3)Cl;1617,1
CC(C)[C@@H](C1=CC=C(C=C1)Cl)C(=O)O[C@H](C#N)C2=CC(=CC=C2)OC3=CC=CC=C3;16,2
C(CCCN=C=O)CCN=C=O;24,2
CN1CCC(CC1)NC(=O)C2=CC(=C(C=C2)NC3=NC=C4C(=N3)N(CC(C(=O)N4C)(F)F)C5CCCC5)OC;1797,1
CCNC1=NC(=NC(=N1)SC)NC(C)(C)C;2451,2
CN(C)N=O;35,2
CC(C)(C)C1=NN=C(N(C1=O)N)SC;3,2
CCOP(=S)(OCC)OC1=NN(C(=N1)Cl)C(C)C;1375,2
C1=CC=C2C(=C1)C(=O)OC2(C3=CC=C(C=C3)O)C4=CC=C(C=C4)O;1372,2
C1CCC(C1)(C(=O)NO)N(CCC(=O)O)S(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)F;32,2
C1=CC=C2C(=C1)C3=CC=CC4=C3C2=CC=C4;1388,2
CC1=CC(=C(C=C1CO)C(C)(C)C)SC2=C(C[C@@](OC2=O)(CCC3=CC=C(C=C3)N)C(C)C)O;1857,1
CN(C)CCCN(C)CCCN(C)C;1381,2
C1=CC=C(C=C1)CC2=C(C=CC(=C2)Cl)O;1628,2
CC1=NN(C(=O)N1C(F)F)C2=C(C=C(C(=C2)NS(=O)(=O)C)Cl)Cl;1383,2
CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3.Cl;35,2
CCNC1=CC=CC(=C1)C;1374,2
CCNC1=NC(=NC(=N1)SC)NC(C)C;1388,2
CCOP(=S)(OCC)OC1=NC(=NC(=C1)C)C(C)C;10,2
C1=CC=C2C(=C1)C=CC3=CC=CC=C32;2452,2
C/C(=C\C(=O)NC)/OP(=O)(OC)OC;1382,2
CN1[C@@H](CCC1=O)C2=CN=CC=C2;24,2
CCCCCCC(C)O;1850,2
C(CO)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F;1376,2
C1CCC(C1)(C(=O)NO)N(CCC(=O)O)S(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)F;36,2
CC(C)(C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F)O;1850,1
CC(C)(C(=O)OCC=C)OC(=O)C1=C(C=CC(=C1)N2C(=O)C=C(N(C2=O)C)C(F)(F)F)Cl;30,2
CCCCCCC1=C(C=C(C=C1)O)O;1848,2
C1=CC(=C(C=C1Cl)N)N;1855,2
CC(C)(C)C(=O)C(N1C=NC=N1)OC2=CC=C(C=C2)Cl;2453,2
COS(=O)(=O)OC;1383,2
CCCN(CCC)N=O;28,2
CC(C)C1(C(=O)NC(=N1)C2=C(C=C(C=N2)COC)C(=O)O)C;1680,2
C1=CC=C(C(=C1)C(=O)O)N2C=C(C(=O)C3=CC(=C(C=C32)Cl)NC4=C(C=C(C=C4Cl)F)F)C(=O)O;35,2
CC1(C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C;1388,2
C1C=CCC2C1C(=O)N(C2=O)SC(Cl)(Cl)Cl;1657,2
CC(C)N1C(=NC(C)(C)C)SCN(C1=O)C2=CC=CC=C2;39,2
CN(CC#C)CC1=CC=CC=C1.Cl;2452,2
C/C=C/C1=CC=C(C=C1)OC;33,2
C1=CC=C2C(=C1)C=CO2;1381,2
CC1=C(N=C(N=C1OC(=O)N(C)C)N(C)C)C;1376,2
C1(=C(C(=NC(=C1Cl)Cl)C(=O)O)Cl)N;1625,2
C1CN(CCC1(C2=CC=C(C=C2)Cl)O)CCCC(=O)C3=CC=C(C=C3)F;30,2
CC(COC1=CC=C(C=C1)OC2=CC=CC=C2)OC3=CC=CC=N3;1683,1
CC(=C)C1CCC(CC1)(C)O;2452,2
C[C@@]1([C@H]2C[C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O;1373,2
CCCCCCCCCCCCCCOS(=O)(=O)[O-].[Na+];1855,2
COC(=O)C1=CC=CC=C1N;1373,2
CC1=C(C=CC=C1C2=CC=CC=C2)COC(=O)[C@@H]3[C@@H](C3(C)C)/C=C(/C(F)(F)F)\Cl;18,2
C1(=O)N(C(=O)N(C(=O)N1Cl)Cl)Cl;1628,2
C=CCOC(CN1C=CN=C1)C2=C(C=C(C=C2)Cl)Cl;1636,1
CC(C)[C@@]1(CC[C@H](C1)[NH2+][C@H]2CCOC[C@H]2OC)C(=O)N3CCC4=C(C3)C=C(C=N4)C(F)(F)F.C(CC(=O)[O-])C(=O)O;1385,2
CN1C2=C(C(=O)N(C1=O)C)NC=N2;23,2
CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C;2,2
CC1=CC(=O)C(C(=O)O1)C(=O)C;2452,2
CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2CCC(F)(F)F;1652,1
CC(=NC#N)N(C)CC1=CN=C(C=C1)Cl;1375,2
C1=CC=C(C=C1)[Sn](C2=CC=CC=C2)C3=CC=CC=C3.O;1616,1
C1=CC(=CC(=C1)N(CC2=CN=CC=C2)C3=CC(=C(C=C3)OC(F)F)OC(F)F)C(=O)O;28,2
CCCCCCCCCCCCC1=CC=CC=C1S(=O)(=O)O;34,1
CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=C(C=C3)C[C@@H](C(=O)O)NC4=CC=CC=C4C(=O)C5=CC=CC=C5;38,1
C1=CC(=C(C(=C1)Cl)C#N)Cl;1657,2
C1CCC2=CC=CC=C2C1;28,2
CCOC(=O)[C@]1([C@H](C2=CC=CC=C2O1)N)C3=CC=CC=C3;25,1
CC1=CC2=C(C=C1C)N(C3=NC(=O)NC(=O)C3=N2)C[C@@H]([C@@H]([C@@H](CO)O)O)O;2453,2
CC(C)(C#C)NC(=O)C1=CC(=CC(=C1)Cl)Cl;1654,2
CCN(CC)C(=S)SSC(=S)N(CC)CC;25,1
C1=CC=C(C(=C1)C2=CC=C(C=C2)Cl)NC(=O)C3=C(N=CC=C3)Cl;4,2
C1CN2CCC1C(C2)NC(=O)C3=CC4=C(C=C3)OCCO4.C(=CC(=O)O)C(=O)O;2453,2
CCOC(=O)C1CC(=O)C(=C(C2CC2)O)C(=O)C1;1852,2
C1=CC=C2C(=C1)NC(=N2)C3=CSC=N3;28,2
COC1=CC(=C(C=C1Cl)OC)Cl;16,2
C1=CC=C(C=C1)C2=CC=CC=C2;2453,2
C1C2C3C(C1C4C2O4)C5(C(=C(C3(C5(Cl)Cl)Cl)Cl)Cl)Cl;1687,2
COC(=O)N(C1=CC=CC=C1COC2=NN(C=C2)C3=CC=C(C=C3)Cl)OC;1644,1
[2H]C1(C([N+]2=CC=CC=C2C3=CC=CC=[N+]31)([2H])[2H])[2H].[Br-].[Br-];1619,2
CC1=C(C=CC(=C1)OP(=S)(OC)OC)[N+](=O)[O-];1617,1
CCCCCCCCCCCCC1=CC(=C(C=C1)OC2=CC=C(C=C2)S(=O)(=O)[O-])S(=O)(=O)[O-].[Na+].[Na+];1509,1
C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N;1852,2
CN1[C@@H](CCC1=O)C2=CN=CC=C2;2453,2
C[Si](CN1C=NC=N1)(C2=CC=C(C=C2)F)C3=CC=C(C=C3)F;31,2
CN[C@H]1CC[C@H](C2=C1C=C(C=C2)S(=O)(=O)N)C3=CC(=C(C=C3)Cl)Cl;2442,1
CCCCOC(=O)[C@@H](C)OC1=CC=C(C=C1)OC2=NC=C(C=C2)C(F)(F)F;2446,2
C1=C(C(=O)NC(=O)N1)F;1372,2
CCOC1=CC=CC(=C1)N2C=C(N=C2C3=CC=C(C=C3)C)C(=O)N4CCN(CC4)C5=CC6=CC=CC=C6C(=C5)C(=O)[O-].[Na+];1852,1
C[C@H](C(=O)OCC#C)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)Cl)F;1645,2
C[C@](CC1=CC(=C(C=C1)O)O)(C(=O)O)N.O;1389,2
C[C@@]1([C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O)O;3,2
CC1=C(C=CC(=C1)C2=CC(=C(C=C2)N)C)N;31,2
C1CN2CCC1C(C2)NC(=O)C3=CC4=C(C=C3)OCCO4.C(=CC(=O)O)C(=O)O;34,2
C1=C(C=C(C(=C1Cl)O)Cl)Cl;35,2
CC(C)OC1=CC=CC=C1OC(=O)NC;1646,2
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O;1857,1
CCOC(=O)[C@H](C)OC1=CC=C(C=C1)OC2=NC3=C(O2)C=C(C=C3)Cl;1648,1
CCNP(=S)(OC)O/C(=C/C(=O)OC(C)C)/C;26,2
CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O;2451,2
CCOP(=S)(OCC)OC1=NN(C(=N1)Cl)C(C)C;2,2
CC(=CCC/C(=C/CO)/C)C;2,2
CC(=O)O;1856,2
CCC(CC)NC1=C(C=C(C(=C1[N+](=O)[O-])C)C)[N+](=O)[O-];1650,2
CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)Cl)O;31,2
CC1=CC=CC=C1Cl;35,2
COP(=O)(OC)SCN1C2=C(C=C(C=N2)Cl)OC1=O;1622,2
CCCCCCCCCC[N+](C)(C)[O-];1377,2
CC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)C;1382,2
CC(C)OP(=S)(OC(C)C)SCCNS(=O)(=O)C1=CC=CC=C1;19,2
CC1=C(C=C(C=C1)S(=O)(=O)[O-])C.[Na+];1377,2
C[C@H]1C[C@@H]2[C@H]([C@H]([C@]3(O2)CC[C@H]4[C@@H]5CC=C6C[C@H](CC[C@@]6([C@H]5CC4=C3C)C)O)C)NC1;1690,2
C(C(C(=O)O)O)C(=O)O;1381,2
CCCCC(CC)COC(=O)C1=CC=CC=C1C(=O)O;30,2
CC1=C(N=C(O1)C2=CC=CC=C2)CCOC3=CC=C(C=C3)C[C@@H](C(=O)O)NC4=CC=CC=C4C(=O)C5=CC=CC=C5;2299,2
CC1=CC=C(C=C1)C(C)NC(=O)[C@H](C(C)C)NC(=O)OC(C)C;2452,2
CCCCCCC(CCCCCCCCCCC(=O)OCC(COC(=O)C)OC(=O)C)OC(=O)C;1388,2
CC(C(=O)O)OC1=CC(=CC=C1)Cl;1507,2
CCC1=NN(C(=C1Cl)C(=O)NCC2=CC=C(C=C2)C(C)(C)C)C;9,2
CC1(C(C1C(=O)OC(C#N)C2=CC(=C(C=C2)F)OC3=CC=CC=C3)C=C(Cl)Cl)C;11,2
C(#N)C(Br)Br;2452,2
CCCCCCCCCCC;34,2
CC(C)[O-].CC(C)[O-].C(CO)N(CCO)CC[O-].C(CO)N(CCO)CC[O-].[Ti+4];1389,2
C1=C(C=C(C(=C1O)O)O)C(=O)OC2=CC(=CC(=C2O)O)C(=O)OC[C@@H]3[C@H]([C@@H]([C@H]([C@@H](O3)OC(=O)C4=CC(=C(C(=C4)OC(=O)C5=CC(=C(C(=C5)O)O)O)O)O)OC(=O)C6=CC(=C(C(=C6)OC(=O)C7=CC(=C(C(=C7)O)O)O)O)O)OC(=O)C8=CC(=C(C(=C8)OC(=O)C9=CC(=C(C(=C9)O)O)O)O)O)OC(=O)C1=CC(=C(C(=C1)OC(=O)C1=CC(=C(C(=C1)O)O)O)O)O;36,2
CCCCCC1CCC(=O)O1;2452,2
CCOP(=O)(NC(C)C)OC1=CC(=C(C=C1)SC)C;1653,2
CCCCCCCCN1C(=O)C(=C(S1)Cl)Cl;1850,1
CC(C)(C1=CC=CC=C1)C2=CC=C(C=C2)O;2451,2
C1CSC(=NC#N)N1CC2=CN=C(C=C2)Cl;3,2
C(CCCN)CCN;1855,2
[C@@H]([C@H](C(=O)O)O)(C(=O)O)O;30,2
CC1=CN(C(=O)NC1=O)[C@H]2C[C@@H]([C@H](O2)CO)N=[N+]=[N-];2451,2
C1CC1(C(=O)NC2=C(C=C(C=C2)Cl)Cl)C(=O)O;1376,2
CC[C@H]1CC[C@@H]([C@@H](N1)C2=CC=CC=C2)NCC3=CC4=C(C=C3OC)[C@H]5C[C@H]5C(=O)N4C;1389,2
C1=C(C=C(C(=C1Cl)N2C(=C(C(=N2)C#N)S(=O)C(F)(F)F)N)Cl)C(F)(F)F;10,2
CC(C)(C)C(C(N1C=NC=N1)OC2=CC=C(C=C2)Cl)O;1375,1
CCCCCCCCCCC=C;1852,2
C1=CC=C(C(=C1)C(=O)O)O;1858,1
C(C(C(F)(F)S(=O)(=O)[O-])(F)F)(C(F)(F)F)(F)F.[K+];1374,2
C1N2CN3CN1CN(C2)C3;27,2
CO;1649,2
COC1=CC(=NC(=N1)NC(=O)[N-]S(=O)(=O)C2=C(C=CC=N2)OCC(F)(F)F)OC.[Na+];10,2
CN(C)CCCN(C)CCCN(C)C;1857,2
CC(C)(C1=CC=CC=C1)OOC(C)(C)C2=CC=CC=C2;23,1
C(CC=O)CC=O;1374,2
CC(C)N(CC1=CC=CC=C1)C(=O)C(C)(C)C;38,2
CC1=CC=C(C=C1)O;31,2
CCCCCC(C=C)O;1856,2
COP(=S)(OC)SCN1C(=O)C2=CC=CC=C2N=N1;30,2
CCCCOC(=O)C1=CC=CC=C1;1386,2
C(=O)(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)O;1848,2
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+];1384,2
CC(C)(C)C1=CC(=C(C=C1)O)C(C)(C)C;1389,2
C(=O)(C(Cl)(Cl)Cl)O;1680,2
COP(=S)(OC)OC1=NC(=C(C=C1Cl)Cl)Cl;1386,2
CS(=O)(=O)C1=C(C=CC(=C1)C(F)(F)F)C(=O)C2=C(ON=C2)C3CC3;1634,2
C1=CC(=CC=C1C(C2=CC=C(C=C2)Cl)C(Cl)(Cl)Cl)Cl;26,2
CCCCO;2451,2
CC(=O)NC1(CCN(CC1)CC[C@]2(CN(C(=O)CO2)C3=CC=CC=C3)C4=CC(=C(C=C4)Cl)Cl)C5=CC(=CC=C5)F.C(CC(=O)O)C(=O)O;1384,2
CC1=CC(=C(C=C1)O)C(C)(C)C;1857,2
C1=CC(=S)N(C=C1)[O-].[Na+];1372,2
C=CC(=O)NCNC(=O)C=C;1687,1
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=C3C=CC(=C4)O;1850,2
CCOP(=S)(OCC)OC1=NN(C(=N1)Cl)C(C)C;39,2
CCN(CC)C(=O)C1=CC=CC(=C1)C;1387,2
CCOP(=S)(OCC)SCSCC;1510,2
CC1=C(C2=C(N1C(=O)C3=CC=C(C=C3)Cl)C=CC(=C2)OC)CC(=O)O;1389,2
C1=CC=C(C=C1)CC2=C(C=CC(=C2)Cl)O;1385,2
CCC(=C1C(=O)CC(CC1=O)C(=O)[O-])[O-].[Ca+2];23,2
CO/C=C(\C1=CC=CC=C1OC2=NC=NC(=C2)OC3=CC=CC=C3C#N)/C(=O)OC;1374,2
COC(=O)C1=CC=CC=C1S(=O)(=O)NC(=O)NC2=NC(=CC(=N2)OC(F)F)OC(F)F;38,2
CCNC1=NC(=NC(=N1)SC)NC(C)C;19,2
C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@H]2O)CCC4=C3C=CC(=C4)O;1850,1
CCOC(=O)CC(C(=O)OCC)SP(=O)(OC)OC;1857,2
CC1=C2C(=CC(=C1C(=O)O)O)C(=O)C3=C(C2=O)C(=C(C(=C3O)O)[C@H]4[C@@H]([C@H]([C@@H]([C@H](O4)CO)O)O)O)O;1387,2
CC(C)(C)C(/C(=C\C1=C(C=C(C=C1)Cl)Cl)/N2C=NC=N2)O;23,2
C=CC(=O)NCNC(=O)C=C;1373,2
CCCOCC(=NC1=C(C=C(C=C1)Cl)C(F)(F)F)N2C=CN=C2;26,2
C1=CC=C(C=C1)OP(OC2=CC=CC=C2)OC3=CC=CC=C3;33,2
CCN(CC)C1=NC(=CC(=N1)OP(=S)(OC)OC)C;1626,2
CC1=CC=CC2=CC=CC=C12;1377,2
CCCC[C@H]1CN(C(=O)OC12CCN(CC2)C3(CCN(CC3)C(=O)C4=C(N=CN=C4C)C)C)CC5CCOCC5;1691,2
CC1(OC2=C(O1)C(=CC=C2)OC(=O)NC)C;1654,2
CC1=CC(=C(C=C1)C(C)(C)C)O;1372,2
CCC1=CC=CC(=C1N(C(C)COC)C(=O)CCl)C;24,2
CC1(C(C1(C)C)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)C;1620,1
CCCCCCCCCCCCOS(=O)(=O)[O-].[Na+];32,2
CCCCC1=NC2=C(N1CC3=CC=C(C=C3)C4=CC=CC=C4C5=NNN=N5)N=CC=C2;1383,2
CN1CCN([C@H](C1)C2=CC=C(C=C2)F)CC3=CC(=CO3)C4=CC5=C(C=C4)NC(=O)O5.O.Cl;1376,1
CC1=C(C(=O)CC1OC(=O)C2C(C2(C)C)C=C(C)C)CC=C;1850,1
CC1=C(C=CC(=C1)OP(=S)(OC)OC)[N+](=O)[O-];34,2
CCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C;1375,2
C1=CC=C(C=C1)CCCO;1850,2
C/C(=N\OC(=O)NC)/SC;38,2
CC(=O)C1=CC2=C(C=C1)OC([C@@H]([C@H]2NC(=O)C3=CC=C(C=C3)F)O)(C)C;1380,2
CCOP(=S)(OCC)OC1=CC2=C(C=C1)C(=C(C(=O)O2)Cl)C;1626,2
CC(C1=CC=C(C=C1)O)(C2=CC=C(C=C2)O)C3=CC=C(C=C3)O;1507,1
CCOC(=O)CC(C(=O)OCC)SP(=O)(OC)OC;2451,2
CCCOCC(C)O;2,2
CC(C)(C1=NC2=NC=C(N2N=C1)C3=CC(=C(C=C3)F)C4=C(C=CC=C4F)C#N)O;1852,2
CC[C@H](C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C;28,1
CCCCCCCCCC[N+](C)(C)CCCCCCCCCC.[Cl-];1689,1
CN1C2=NC(=NC=C2CN(C1=O)C3=CC=CC=C3Br)NC4=CC5=C(C=C4)OC(CO5)CO;2450,1
CO/N=C(\C1=CC=CC=C1OC2=C(C(=NC=N2)OC3=CC=CC=C3Cl)F)/C4=NOCCO4;2442,1
C1[C@@H]2[C@H](COS(=O)O1)[C@@]3(C(=C([C@]2(C3(Cl)Cl)Cl)Cl)Cl)Cl;2,2
C1COCCC1(C(=O)NO)NS(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)F;1379,2
C[C@H](C(=O)OCC#C)OC1=CC=C(C=C1)OC2=C(C=C(C=N2)Cl)F;1858,1
CC1=C(C=CC=C1[N+](=O)[O-])[N+](=O)[O-];1375,2
CC1=C(C(CCC1)(C)C)/C=C/C(=C/C=C/C(=C/C(=O)O)/C)/C;1858,2
CC(C)(C1=NC2=NC=C(N2N=C1)C3=CC(=C(C=C3)F)C4=C(C=CC=C4F)C#N)O;36,2
CCCCNC(=O)N1C2=CC=CC=C2N=C1NC(=O)OC;27,2
CC(C)NC(=O)N1CC(=O)N(C1=O)C2=CC(=CC(=C2)Cl)Cl;1655,2
COC(=O)C1=CC=CC=C1C(=O)O;1376,2
C1(=O)C2(C3(C4(C1(C5(C2(C3(C(C45Cl)(Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl)Cl;1680,2
